,name,epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,ateroesclerosis_tuning47,30.0,0.06902,0.09594,0.85409,0.75068,0.30856,0.55097,0.37955,1.5445,3.7553,1.6995,4.2304e-06,4.2304e-06,4.2304e-06
184,ateroesclerosis_tuning136,30.0,0.07311,0.10078,0.63568,0.77243,0.39752,0.59996,0.36588,1.5842,3.1639,1.3725,3.5203e-06,3.5203e-06,3.5203e-06
185,ateroesclerosis_tuning26,30.0,0.05562,0.05762,0.73244,0.67778,0.34347,0.535,0.31314,1.1977,2.1861,1.5206,4.6534e-06,4.6534e-06,4.6534e-06
186,ateroesclerosis_tuning126,30.0,0.07234,0.11155,0.55801,0.73118,0.30631,0.54385,0.3777,1.5887,4.3164,1.169,4.0293e-06,4.0293e-06,4.0293e-06
187,ateroesclerosis_tuning247,30.0,0.07142,0.10522,0.69892,0.69231,0.35473,0.55992,0.36693,1.4397,3.6916,1.3977,3.1925e-06,3.1925e-06,3.1925e-06
188,ateroesclerosis_tuning114,30.0,0.07314,0.08798,0.63493,0.70022,0.35248,0.55257,0.36252,1.5918,3.0299,1.3606,3.232e-06,3.232e-06,3.232e-06
189,ateroesclerosis_tuning177,30.0,0.06847,0.11364,0.68262,0.70588,0.45946,0.61255,0.36429,1.348,3.6482,1.3206,3.5142e-06,3.5142e-06,3.5142e-06
190,ateroesclerosis_tuning6,30.0,0.09509,0.09085,0.66154,0.62173,0.34797,0.53054,0.35375,1.798,2.7739,1.2884,3.0479e-06,3.0479e-06,3.0479e-06
191,ateroesclerosis_tuning84,30.0,0.07892,0.09295,0.6348,0.70751,0.40315,0.57136,0.37849,1.7693,3.0392,1.308,3.4408e-06,3.4408e-06,3.4408e-06
192,ateroesclerosis_tuning163,30.0,0.08245,0.09087,0.56392,0.69199,0.3795,0.56735,0.37334,1.7086,3.0441,1.1449,3.5307e-06,3.5307e-06,3.5307e-06
193,ateroesclerosis_tuning202,30.0,0.07184,0.11482,0.59041,0.62587,0.40315,0.54564,0.3488,1.3791,3.5762,1.2172,3.4802e-06,3.4802e-06,3.4802e-06
194,ateroesclerosis_tuning111,30.0,0.07409,0.10055,0.63507,0.60185,0.36599,0.52655,0.34743,1.6744,3.3565,1.4346,3.5203e-06,3.5203e-06,3.5203e-06
195,ateroesclerosis_tuning51,30.0,0.07758,0.09685,0.59997,0.68966,0.33784,0.54319,0.35239,1.6852,3.4694,1.2679,4.6937e-06,4.6937e-06,4.6937e-06
196,ateroesclerosis_tuning246,30.0,0.06633,0.10485,0.82239,0.69383,0.35473,0.55184,0.3576,1.3765,3.5454,1.782,3.9385e-06,3.9385e-06,3.9385e-06
197,ateroesclerosis_tuning166,30.0,0.07301,0.12223,0.81931,0.67654,0.33446,0.53469,0.30775,1.5147,4.4486,1.8012,3.522e-06,3.522e-06,3.522e-06
198,ateroesclerosis_tuning107,30.0,0.07579,0.10374,0.63553,0.76087,0.2759,0.54536,0.41189,1.5396,3.7296,1.2958,3.5203e-06,3.5203e-06,3.5203e-06
199,ateroesclerosis_tuning228,30.0,0.07394,0.12046,0.62668,0.60239,0.45383,0.55886,0.33982,1.5001,3.5172,1.3331,3.1198e-06,3.1198e-06,3.1198e-06
200,ateroesclerosis_tuning131,30.0,0.06488,0.05877,0.67959,0.60759,0.32432,0.49854,0.33373,1.3544,2.0423,1.4901,3.056e-06,3.056e-06,3.056e-06
201,ateroesclerosis_tuning11,30.0,0.06238,0.08901,0.86119,0.63575,0.31644,0.50367,0.33224,1.3541,3.0453,1.9133,4.7428e-06,4.7428e-06,4.7428e-06
202,ateroesclerosis_tuning233,30.0,0.08856,0.11209,0.61975,0.62782,0.37613,0.54194,0.36627,1.8533,3.5053,1.2636,3.174e-06,3.174e-06,3.174e-06
203,ateroesclerosis_tuning197,30.0,0.0676,0.10217,0.57116,0.65583,0.38626,0.54757,0.33384,1.4392,3.5377,1.2807,3.5002e-06,3.5002e-06,3.5002e-06
204,ateroesclerosis_tuning110,30.0,0.07473,0.10036,0.64482,0.65537,0.39189,0.5644,0.34707,1.501,3.4197,1.2377,3.5246e-06,3.5246e-06,3.5246e-06
205,ateroesclerosis_tuning57,30.0,0.06003,0.0568,0.82478,0.63225,0.39302,0.53515,0.31471,1.2439,1.9438,1.7392,3.763e-06,3.763e-06,3.763e-06
206,ateroesclerosis_tuning171,30.0,0.07463,0.10235,0.62679,0.67494,0.33671,0.52316,0.32704,1.5783,3.4051,1.3523,3.5203e-06,3.5203e-06,3.5203e-06
207,ateroesclerosis_tuning231,30.0,0.04237,0.11927,0.69692,0.62945,0.29842,0.50061,0.36101,0.92322,4.3587,1.4602,4.3047e-06,4.3047e-06,4.3047e-06
208,ateroesclerosis_tuning227,30.0,0.07491,0.10689,0.86521,0.66667,0.34009,0.53865,0.35734,1.5701,3.7886,1.7495,3.3767e-06,3.3767e-06,3.3767e-06
209,ateroesclerosis_tuning241,30.0,0.06506,0.1222,0.76911,0.67553,0.42905,0.57907,0.3513,1.1338,3.7161,1.521,2.7339e-06,2.7339e-06,2.7339e-06
210,ateroesclerosis_tuning179,30.0,0.07676,0.1255,0.64737,0.73409,0.36374,0.57021,0.37159,1.5927,4.4123,1.3013,3.9762e-06,3.9762e-06,3.9762e-06
211,ateroesclerosis_tuning35,30.0,0.07178,0.08163,0.75906,0.69262,0.38063,0.5719,0.35419,1.5368,2.6343,1.5798,3.3116e-06,3.3116e-06,3.3116e-06
212,ateroesclerosis_tuning165,30.0,0.08042,0.08842,0.61514,0.65238,0.30856,0.50883,0.34651,1.7821,3.3551,1.2629,3.5203e-06,3.5203e-06,3.5203e-06
213,ateroesclerosis_tuning94,30.0,0.06267,0.06216,0.68962,0.63724,0.37387,0.537,0.32563,1.2991,2.1004,1.3975,4.1018e-06,4.1018e-06,4.1018e-06
214,ateroesclerosis_tuning67,30.0,0.06236,0.06166,0.80411,0.64794,0.38964,0.55662,0.29229,1.4163,2.053,1.7492,3.3e-06,3.3e-06,3.3e-06
215,ateroesclerosis_tuning128,30.0,0.07122,0.09933,0.63891,0.68665,0.28378,0.50233,0.33227,1.5491,3.8179,1.3309,3.5203e-06,3.5203e-06,3.5203e-06
216,ateroesclerosis_tuning81,30.0,0.06095,0.05665,0.79772,0.57834,0.33671,0.49236,0.33865,1.3503,2.0812,1.7008,3.7308e-06,3.7308e-06,3.7308e-06
217,ateroesclerosis_tuning151,30.0,0.06523,0.12176,0.75671,0.84722,0.29505,0.50566,0.33621,1.1883,4.095,1.4613,2.6893e-06,2.6893e-06,2.6893e-06
218,ateroesclerosis_tuning212,30.0,0.08959,0.13362,0.71371,0.6747,0.31532,0.49993,0.33414,1.913,4.7963,1.5231,3.5333e-06,3.5333e-06,3.5333e-06
219,ateroesclerosis_tuning147,30.0,0.06788,0.09882,0.6536,0.62718,0.36374,0.52377,0.31239,1.4965,3.5703,1.3839,3.9114e-06,3.9114e-06,3.9114e-06
220,ateroesclerosis_tuning109,30.0,0.06148,0.05598,0.87143,0.75621,0.37725,0.58362,0.37161,1.4217,2.043,1.8752,4.9593e-06,4.9593e-06,4.9593e-06
221,ateroesclerosis_tuning180,30.0,0.06538,0.11457,0.69873,0.56273,0.34347,0.51085,0.33658,1.3853,3.8714,1.497,3.5055e-06,3.5055e-06,3.5055e-06
222,ateroesclerosis_tuning60,30.0,0.07583,0.09054,0.7156,0.63871,0.33446,0.51956,0.35642,1.5546,3.1535,1.4561,3.1152e-06,3.1152e-06,3.1152e-06
223,ateroesclerosis_tuning174,30.0,0.06904,0.13315,0.8628,0.65966,0.3536,0.53431,0.35827,1.4034,4.6676,1.8255,3.9655e-06,3.9655e-06,3.9655e-06
224,ateroesclerosis_tuning69,30.0,0.07498,0.07879,0.71962,0.57604,0.28153,0.45693,0.29969,1.5504,2.8803,1.5075,3.7987e-06,3.7987e-06,3.7987e-06
225,ateroesclerosis_tuning50,30.0,0.06626,0.10143,0.53181,0.71658,0.3018,0.53797,0.38259,1.474,3.6671,1.1345,4.2536e-06,4.2536e-06,4.2536e-06
226,ateroesclerosis_tuning185,30.0,0.07306,0.1007,0.62114,0.72321,0.36486,0.56775,0.37159,1.5624,3.5193,1.2447,3.5246e-06,3.5246e-06,3.5246e-06
227,ateroesclerosis_tuning156,30.0,0.07224,0.11489,0.68476,0.78102,0.36149,0.58503,0.36239,1.5441,3.9417,1.4034,3.4872e-06,3.4872e-06,3.4872e-06
228,ateroesclerosis_tuning79,30.0,0.08162,0.07726,0.7203,0.65128,0.28604,0.49722,0.33862,1.6431,2.9183,1.3684,4.1908e-06,4.1908e-06,4.1908e-06
229,ateroesclerosis_tuning205,30.0,0.07051,0.13521,0.69456,0.76389,0.43356,0.62749,0.35618,1.4642,4.0874,1.4563,3.5203e-06,3.5203e-06,3.5203e-06
230,ateroesclerosis_tuning32,30.0,0.08046,0.07688,0.73378,0.75862,0.34685,0.5778,0.38798,1.6716,2.7883,1.4547,4.2304e-06,4.2304e-06,4.2304e-06
231,ateroesclerosis_tuning16,30.0,0.1045,0.07683,0.79462,0.58333,0.3705,0.50816,0.31427,2.1246,2.6535,1.6002,2.6357e-06,2.6357e-06,2.6357e-06
232,ateroesclerosis_tuning7,30.0,0.07509,0.08834,0.6736,0.83628,0.30068,0.46874,0.28525,1.5304,2.9681,1.2937,4.098e-06,4.098e-06,4.098e-06
233,ateroesclerosis_tuning222,30.0,0.06821,0.10983,0.69947,0.73223,0.34797,0.56497,0.36407,1.3398,4.2354,1.4009,3.5281e-06,3.5281e-06,3.5281e-06
234,ateroesclerosis_tuning139,30.0,0.06759,0.10154,0.60559,0.62452,0.36712,0.5447,0.34821,1.3584,3.181,1.3169,3.4663e-06,3.4663e-06,3.4663e-06
235,ateroesclerosis_tuning74,30.0,0.07813,0.07653,0.73631,0.72099,0.29392,0.52938,0.39505,1.6912,2.9076,1.5084,4.1792e-06,4.1792e-06,4.1792e-06
236,ateroesclerosis_tuning169,30.0,0.08076,0.13638,0.69953,0.59828,0.39077,0.51388,0.3477,1.5815,4.0672,1.4045,3.8292e-06,3.8292e-06,3.8292e-06
237,ateroesclerosis_tuning8,30.0,0.09272,0.09372,0.86224,0.56882,0.38626,0.51832,0.3178,1.9209,2.8294,1.7822,3.4802e-06,3.4802e-06,3.4802e-06
238,ateroesclerosis_tuning201,30.0,0.06982,0.1095,0.72568,0.71765,0.34347,0.55063,0.38136,1.4424,3.7799,1.5267,3.5203e-06,3.5203e-06,3.5203e-06
239,ateroesclerosis_tuning73,30.0,0.07992,0.08135,0.73267,0.74564,0.33671,0.55713,0.35125,1.741,2.8898,1.5576,3.7934e-06,3.7934e-06,3.7934e-06
240,ateroesclerosis_tuning149,30.0,0.07347,0.11763,0.69895,0.65672,0.2973,0.50653,0.33479,1.4303,4.0108,1.4238,3.5203e-06,3.5203e-06,3.5203e-06
241,ateroesclerosis_tuning25,30.0,0.07405,0.06922,1.1368,0.63084,0.30405,0.51232,0.35212,1.6414,2.5532,2.511,4.0736e-06,4.0736e-06,4.0736e-06
242,ateroesclerosis_tuning21,30.0,0.08014,0.07578,0.76136,0.59584,0.29054,0.47116,0.30959,1.7742,2.8467,1.6083,3.6847e-06,3.6847e-06,3.6847e-06
243,ateroesclerosis_tuning129,30.0,0.07532,0.09126,0.65627,0.66531,0.36937,0.54762,0.35694,1.5725,3.0631,1.3093,3.4124e-06,3.4124e-06,3.4124e-06
244,ateroesclerosis_tuning46,30.0,0.07729,0.14877,0.63449,0.68864,0.34122,0.55248,0.3761,1.5022,4.6174,1.3379,3.5203e-06,3.5203e-06,3.5203e-06
245,ateroesclerosis_tuning216,30.0,0.06962,0.11315,0.69648,0.70276,0.37275,0.56978,0.38535,1.5033,3.8651,1.4539,3.5203e-06,3.5203e-06,3.5203e-06
246,ateroesclerosis_tuning150,30.0,0.07079,0.11229,0.69928,0.64381,0.43356,0.57194,0.34579,1.5356,3.0994,1.5181,3.5002e-06,3.5002e-06,3.5002e-06
247,ateroesclerosis_tuning91,30.0,0.0691,0.05722,0.88294,0.62388,0.23536,0.46201,0.32861,1.4863,2.1669,1.8546,4.899e-06,4.899e-06,4.899e-06
248,ateroesclerosis_tuning162,30.0,0.07383,0.10229,0.6978,0.73233,0.38514,0.58372,0.35078,1.4745,3.5866,1.5329,3.5411e-06,3.5411e-06,3.5411e-06
249,ateroesclerosis_tuning153,30.0,0.06889,0.11269,0.67431,0.65615,0.23423,0.4734,0.33808,1.4384,4.3446,1.328,3.5098e-06,3.5098e-06,3.5098e-06
