,Unnamed: 0,name,epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
37,11,ateroesclerosis_tuning38,100.0,0.10123,0.12313,0.29774,0.58554,0.26622,0.35537,0.1668,2.6623,4.7933,0.99572,0.00014581,0.00014581,0.00014581,0.30973,0.01117,0.01281,0.96391,0.00039,5.0,0.95,7.87859,0.54405,0.5724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,9,ateroesclerosis_tuning39,100.0,0.06026,0.09183,0.49556,0.45976,0.30759,0.38503,0.19316,1.8666,4.487,1.6667,9.8902e-05,9.8902e-05,9.8902e-05,0.31954,0.00856,0.01131,0.89403,0.00036,3.77845,0.95,5.62309,0.461,0.97876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,33,ateroesclerosis_tuning40,100.0,0.11723,0.13907,0.46893,0.51758,0.26787,0.33624,0.16262,2.2492,6.4987,1.4661,0.0001419,0.0001419,0.0001419,0.30761,0.01286,0.01079,0.95104,0.00032,3.1545,0.92497,7.17706,0.50899,0.90179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,3,ateroesclerosis_tuning41,100.0,0.1246,0.15729,0.54155,0.59623,0.34212,0.4042,0.20266,2.2095,4.8914,1.7534,0.00017719,0.00017719,0.00017719,0.34464,0.01527,0.01136,0.91246,0.0004,4.65383,0.92793,6.90272,0.53992,1.04057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,27,ateroesclerosis_tuning42,100.0,0.08783,0.12708,0.50253,0.51262,0.28685,0.41711,0.19818,2.1253,5.2377,1.6371,0.00013887,0.00013887,0.00013887,0.29435,0.01322,0.01026,0.93764,0.00036,4.49569,0.85612,6.81929,0.56267,0.98372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,26,ateroesclerosis_tuning43,100.0,0.11614,0.13292,0.53223,0.5544,0.26831,0.35674,0.18354,2.1021,5.1201,1.6175,0.00020423,0.00020423,0.00020423,0.27857,0.0176,0.01136,0.89244,0.00038,4.65383,0.94081,7.04566,0.4898,1.02476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,14,ateroesclerosis_tuning44,100.0,0.07522,0.08969,0.47579,0.49438,0.24293,0.32645,0.18165,2.1604,7.0854,1.7141,0.00015039,0.00015039,0.00015039,0.2942,0.01358,0.01083,0.89807,0.00036,4.41384,0.84527,6.23059,0.41522,0.93475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7,ateroesclerosis_tuning45,100.0,0.0903,0.11442,0.45262,0.42492,0.29347,0.35522,0.17281,2.2094,4.5853,1.5202,0.00015534,0.00015534,0.00015534,0.29536,0.01361,0.01117,0.92736,0.00035,3.79927,0.87141,6.60654,0.48713,0.88037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,49,ateroesclerosis_tuning46,100.0,0.12642,0.14159,0.36925,0.52669,0.33196,0.38263,0.18389,2.2646,4.2366,1.1117,0.00017379,0.00017379,0.00017379,0.32329,0.01391,0.01225,0.92017,0.00028,4.1061,0.8354,7.43933,0.50788,0.70148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,37,ateroesclerosis_tuning47,100.0,0.09306,0.11818,0.50401,0.52215,0.27493,0.35265,0.17589,2.1723,4.786,1.6458,0.00016831,0.00016831,0.00016831,0.33049,0.01358,0.01215,0.92967,0.00036,4.57947,0.90032,6.97985,0.50906,0.98372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,19,ateroesclerosis_tuning48,100.0,0.12867,0.14953,0.43024,0.59712,0.28508,0.38577,0.19472,2.2577,5.2074,1.4571,0.00013964,0.00013964,0.00013964,0.32967,0.01488,0.00914,0.95104,0.00029,3.81069,0.80454,6.98751,0.50906,0.82028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,24,ateroesclerosis_tuning49,100.0,0.10273,0.1378,0.44666,0.41089,0.29303,0.36384,0.18458,2.1278,5.9223,1.3723,9.331e-05,9.331e-05,9.331e-05,0.30606,0.0145,0.00619,0.98,0.00035,3.28654,0.91679,6.80093,0.54494,0.86394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,42,ateroesclerosis_tuning50,100.0,0.09164,0.12548,0.50577,0.48551,0.30627,0.37836,0.19134,2.2896,5.0434,1.7144,0.00016612,0.00016612,0.00016612,0.34166,0.01423,0.01143,0.92342,0.0004,4.39626,0.88543,6.8235,0.53992,0.98748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
