,Unnamed: 0,name,epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0,12,ateroesclerosis_tuning,100.0,0.02688,0.0479,0.98916,0.71404,0.46396,0.62489,0.34717,0.88874,2.2424,2.4109,1.2351e-07,1.2351e-07,1.2351e-07,0.45229,2e-05,0.00593,0.77038,0.0005,3.62563,0.2073,3.79369,0.34028,2.03064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,82,ateroesclerosis_tuning2,100.0,0.03261,0.05266,0.82931,0.74684,0.33221,0.56106,0.39445,1.1167,2.4905,1.8915,9.0113e-08,9.0113e-08,9.0113e-08,0.33843,2e-05,0.00426,0.77038,0.00041,3.56174,0.22603,4.56894,0.3578,1.70365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,79,ateroesclerosis_tuning3,100.0,0.0262,0.05252,1.2623,0.73349,0.35023,0.55895,0.33365,0.93429,2.6745,3.061,1.2051e-07,1.2051e-07,1.2051e-07,0.34857,2e-05,0.00578,0.80467,0.00043,3.62563,0.18657,3.79369,0.3703,2.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,86,ateroesclerosis_tuning4,100.0,0.02635,0.05093,0.94708,0.6696,0.34234,0.52428,0.35662,0.96231,2.4717,2.46,1.2011e-07,1.2011e-07,1.2011e-07,0.34377,2e-05,0.00576,0.78358,0.0005,3.41783,0.2073,3.79369,0.35391,1.94196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,43,ateroesclerosis_tuning5,100.0,0.02801,0.05587,0.99073,0.59375,0.36374,0.51612,0.33038,1.0526,2.6556,2.6305,1.371e-07,1.371e-07,1.371e-07,0.3604,2e-05,0.00661,0.77038,0.00046,3.44431,0.2073,3.97174,0.38782,2.03064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,93,ateroesclerosis_tuning6,100.0,0.0204,0.04446,1.0186,0.8,0.37387,0.59697,0.35959,0.74609,2.5377,2.3213,2.0355e-07,2.0355e-07,2.0355e-07,0.37245,3e-05,0.00654,0.77038,0.0005,3.24347,0.21628,3.05951,0.32412,2.09615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,112,ateroesclerosis_tuning7,100.0,0.0268,0.04962,0.76949,0.71458,0.39189,0.57729,0.34551,0.98832,2.2268,1.9916,1.2351e-07,1.2351e-07,1.2351e-07,0.38725,2e-05,0.00593,0.73428,0.0005,3.41573,0.18523,3.79369,0.34028,1.58079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,114,ateroesclerosis_tuning8,100.0,0.02846,0.04861,1.0134,0.71976,0.27477,0.51771,0.33641,0.93217,2.6913,2.1798,1.377e-07,1.377e-07,1.377e-07,0.28094,2e-05,0.00664,0.74668,0.00049,3.45751,0.2125,3.97174,0.33606,2.08174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,32,ateroesclerosis_tuning9,100.0,0.02967,0.05569,0.94969,0.70939,0.44257,0.61468,0.34649,1.0692,2.4289,2.357,1.371e-07,1.371e-07,1.371e-07,0.43296,2e-05,0.00661,0.76808,0.0005,3.33454,0.19817,4.26899,0.38631,1.94838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,37,ateroesclerosis_tuning10,100.0,0.02704,0.05603,0.92479,0.6553,0.38964,0.55947,0.3696,0.91482,2.6198,2.0687,1.365e-07,1.365e-07,1.365e-07,0.38764,2e-05,0.00658,0.76808,0.0005,3.28601,0.19458,3.96259,0.38631,1.90406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,98,ateroesclerosis_tuning11,100.0,0.02755,0.04693,0.6958,0.67857,0.32095,0.51851,0.30476,0.91285,2.3172,1.6605,1.299e-07,1.299e-07,1.299e-07,0.31933,2e-05,0.00625,0.79397,0.00048,3.27325,0.23378,3.79369,0.32334,1.42771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,77,ateroesclerosis_tuning12,100.0,0.02684,0.05577,0.98395,0.68008,0.36149,0.539,0.3571,0.96216,2.5812,2.6665,1.2351e-07,1.2351e-07,1.2351e-07,0.36105,2e-05,0.00593,0.7706,0.00052,4.05611,0.17992,3.79369,0.38979,2.02225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,61,ateroesclerosis_tuning13,100.0,0.02547,0.04919,1.0117,0.62884,0.29955,0.4913,0.30971,0.96668,2.5089,2.6659,1.1551e-07,1.1551e-07,1.1551e-07,0.30057,2e-05,0.00553,0.7686,0.00055,3.13395,0.12592,3.79369,0.34028,2.08312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
