,name,epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,ateroesclerosis_tuning11,100.0,0.02755,0.04693,0.6958,0.67857,0.32095,0.51851,0.30476,0.91285,2.3172,1.6605,1.299e-07,1.299e-07,1.299e-07
99,ateroesclerosis_tuning110,100.0,0.0315,0.06001,0.71832,0.74005,0.35586,0.57377,0.37736,1.0696,2.9719,1.6793,1.345e-07,1.345e-07,1.345e-07
100,ateroesclerosis_tuning57,100.0,0.02538,0.06525,0.88012,0.6485,0.38851,0.54259,0.33979,0.89158,3.2707,2.1197,1.309e-07,1.309e-07,1.309e-07
101,ateroesclerosis_tuning35,100.0,0.03059,0.05565,0.71688,0.69136,0.37838,0.57042,0.38124,0.93562,2.8589,1.5291,1.391e-07,1.391e-07,1.391e-07
102,ateroesclerosis_tuning94,100.0,0.02626,0.05163,0.91755,0.72849,0.30518,0.53127,0.37005,0.97797,2.5128,2.4078,1.377e-07,1.377e-07,1.377e-07
103,ateroesclerosis_tuning67,100.0,0.02734,0.0593,0.97243,0.75515,0.32995,0.56859,0.37601,0.9029,2.9242,2.2977,1.519e-07,1.519e-07,1.519e-07
104,ateroesclerosis_tuning81,100.0,0.02629,0.05747,0.91118,0.74836,0.35698,0.53947,0.34001,0.96665,2.5964,2.36,1.255e-07,1.255e-07,1.255e-07
105,ateroesclerosis_tuning109,100.0,0.02676,0.0537,0.98548,0.67603,0.35248,0.53202,0.33028,0.91941,2.7244,2.4761,1.345e-07,1.345e-07,1.345e-07
106,ateroesclerosis_tuning60,100.0,0.02723,0.04932,0.9988,0.69129,0.41104,0.58766,0.3566,0.97376,2.1747,2.4574,1.2351e-07,1.2351e-07,1.2351e-07
107,ateroesclerosis_tuning69,100.0,0.02717,0.05857,0.92234,0.69667,0.4009,0.57187,0.35849,0.94002,2.5775,2.2635,1.251e-07,1.251e-07,1.251e-07
108,ateroesclerosis_tuning50,100.0,0.02618,0.04288,0.8907,0.58545,0.36261,0.51854,0.3144,0.98841,1.9587,2.2878,1.291e-07,1.291e-07,1.291e-07
109,ateroesclerosis_tuning79,100.0,0.02841,0.05657,0.91542,0.68063,0.29279,0.51943,0.36409,1.0813,2.865,2.5562,1.359e-07,1.359e-07,1.359e-07
110,ateroesclerosis_tuning32,100.0,0.0303,0.0557,1.0004,0.65495,0.33559,0.51772,0.32661,1.1048,2.8013,2.7035,1.443e-07,1.443e-07,1.443e-07
111,ateroesclerosis_tuning16,100.0,0.03501,0.05529,0.94964,0.6157,0.33559,0.50948,0.3353,1.204,2.6398,2.2387,1.365e-07,1.365e-07,1.365e-07
112,ateroesclerosis_tuning7,100.0,0.0268,0.04962,0.76949,0.71458,0.39189,0.57729,0.34551,0.98832,2.2268,1.9916,1.2351e-07,1.2351e-07,1.2351e-07
113,ateroesclerosis_tuning74,100.0,0.0234,0.05712,1.1214,0.70393,0.26239,0.49993,0.34422,0.91185,3.1886,2.826,1.8106e-07,1.8106e-07,1.8106e-07
114,ateroesclerosis_tuning8,100.0,0.02846,0.04861,1.0134,0.71976,0.27477,0.51771,0.33641,0.93217,2.6913,2.1798,1.377e-07,1.377e-07,1.377e-07
115,ateroesclerosis_tuning73,100.0,0.02629,0.05714,0.89753,0.68398,0.35586,0.54269,0.35883,0.90865,2.7192,2.2211,1.255e-07,1.255e-07,1.255e-07
116,ateroesclerosis_tuning25,100.0,0.02002,0.05264,0.83728,0.72176,0.29505,0.53493,0.37255,0.71738,2.6907,2.0615,1.263e-07,1.263e-07,1.263e-07
117,ateroesclerosis_tuning21,100.0,0.03,0.05208,0.97715,0.72979,0.38626,0.58337,0.37993,0.988,2.589,2.1013,1.311e-07,1.311e-07,1.311e-07
118,ateroesclerosis_tuning46,100.0,0.03433,0.04883,1.0558,0.72603,0.29842,0.52479,0.34673,1.168,2.7543,2.4508,1.2351e-07,1.2351e-07,1.2351e-07
119,ateroesclerosis_tuning91,100.0,0.02661,0.05889,0.83273,0.7182,0.41329,0.58763,0.37916,0.93924,2.657,2.0601,1.289e-07,1.289e-07,1.289e-07
