,name,epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
0,ateroesclerosis_tuning181,50.0,0.03956,0.06142,0.97307,0.85969,0.31869,0.51244,0.31846,1.0784,2.2642,2.3175,1.0685e-07,1.0685e-07,1.0685e-07
1,ateroesclerosis_tuning189,50.0,0.04915,0.06149,0.93821,0.50182,0.46509,0.53507,0.30108,1.3164,1.9909,2.3761,1.0005e-07,1.0005e-07,1.0005e-07
2,ateroesclerosis_tuning190,50.0,0.03484,0.07298,0.83277,0.74358,0.36901,0.55166,0.33641,0.97245,2.4663,2.042,9.6257e-08,9.6257e-08,9.6257e-08
3,ateroesclerosis_tuning77,50.0,0.04463,0.05371,0.76224,0.62712,0.375,0.53521,0.32884,1.2797,1.9928,1.958,8.8465e-08,8.8465e-08,8.8465e-08
4,ateroesclerosis_tuning160,50.0,0.05083,0.07131,0.74263,0.88209,0.30631,0.49848,0.33523,1.3376,2.6488,1.6513,1.0605e-07,1.0605e-07,1.0605e-07
5,ateroesclerosis_tuning29,50.0,0.04834,0.07122,0.90941,0.70737,0.34572,0.55335,0.3568,1.5237,3.3342,2.0566,2.5401e-07,2.5401e-07,2.5401e-07
6,ateroesclerosis_tuning24,50.0,0.04368,0.06443,0.82373,0.71968,0.40766,0.58748,0.3492,1.4692,2.9292,1.9836,2.582e-07,2.582e-07,2.582e-07
7,ateroesclerosis_tuning112,50.0,0.03878,0.06214,0.96244,0.58473,0.3536,0.49889,0.32445,1.0917,2.4145,2.2957,9.2261e-08,9.2261e-08,9.2261e-08
8,ateroesclerosis_tuning83,50.0,0.03775,0.06035,0.97267,0.66707,0.61599,0.6922,0.36866,1.043,1.7594,2.393,1.0725e-07,1.0725e-07,1.0725e-07
9,ateroesclerosis_tuning30,50.0,0.05144,0.05702,0.87579,0.65269,0.36824,0.54804,0.35284,1.5651,2.5835,1.9699,2.021e-07,2.021e-07,2.021e-07
10,ateroesclerosis_tuning199,50.0,0.03784,0.06152,0.79748,0.62195,0.40203,0.53536,0.35832,1.0013,2.2975,1.899,9.2061e-08,9.2061e-08,9.2061e-08
11,ateroesclerosis_tuning89,50.0,0.04098,0.06489,0.76141,0.56311,0.45721,0.55473,0.33012,1.0619,2.2128,1.7382,1.2303e-07,1.2303e-07,1.2303e-07
12,ateroesclerosis_tuning137,50.0,0.04195,0.0597,1.1579,0.59801,0.40541,0.54775,0.34265,1.2055,2.1368,2.943,9.7656e-08,9.7656e-08,9.7656e-08
13,ateroesclerosis_tuning125,50.0,0.02487,0.06003,1.1252,0.706,0.38401,0.57303,0.3504,0.65697,2.487,2.4908,1.0765e-07,1.0765e-07,1.0765e-07
14,ateroesclerosis_tuning41,50.0,0.04908,0.06658,1.0127,0.5974,0.36261,0.52251,0.33475,1.5191,2.7868,2.3772,1.9531e-07,1.9531e-07,1.9531e-07
15,ateroesclerosis_tuning155,50.0,0.05546,0.0613,0.97672,0.66052,0.48423,0.59777,0.34949,1.4686,1.9732,2.4365,8.8065e-08,8.8065e-08,8.8065e-08
16,ateroesclerosis_tuning87,50.0,0.03761,0.06052,1.0348,0.58649,0.4009,0.51463,0.29549,1.124,2.3902,2.5261,1.1364e-07,1.1364e-07,1.1364e-07
17,ateroesclerosis_tuning159,50.0,0.0537,0.06042,0.97073,0.84655,0.36374,0.56798,0.32504,1.369,2.1503,2.2328,9.0063e-08,9.0063e-08,9.0063e-08
18,ateroesclerosis_tuning122,50.0,0.0513,0.05706,0.94997,0.58658,0.49212,0.57392,0.32862,1.2818,1.9475,2.1289,9.326e-08,9.326e-08,9.326e-08
19,ateroesclerosis_tuning37,50.0,0.06506,0.07019,0.8484,0.68823,0.46734,0.62486,0.37331,1.7369,2.4803,1.8558,1.5188e-07,1.5188e-07,1.5188e-07
20,ateroesclerosis_tuning17,50.0,0.04369,0.06131,0.54762,0.63636,0.31532,0.51522,0.34518,1.275,3.0216,1.1521,3.571e-07,3.571e-07,3.571e-07
21,ateroesclerosis_tuning80,50.0,0.05487,0.03695,0.82962,0.47943,0.38063,0.48014,0.2831,1.5972,1.2172,2.1597,9.286e-08,9.286e-08,9.286e-08
22,ateroesclerosis_tuning,50.0,0.05072,0.07386,0.64042,0.7199,0.30968,0.54218,0.39027,1.5958,3.7127,1.3785,5.5846e-07,5.5846e-07,5.5846e-07
23,ateroesclerosis_tuning45,50.0,0.06296,0.04132,0.5781,0.59031,0.3018,0.48448,0.33413,1.8184,1.8276,1.2607,1.4978e-07,1.4978e-07,1.4978e-07
24,ateroesclerosis_tuning99,50.0,0.05434,0.05124,1.1165,0.84678,0.33221,0.5156,0.3333,1.5406,2.0427,2.5494,8.7466e-08,8.7466e-08,8.7466e-08
25,ateroesclerosis_tuning148,50.0,0.03768,0.0598,1.2143,0.81465,0.42793,0.59825,0.37829,1.0606,2.0275,3.0755,1.1084e-07,1.1084e-07,1.1084e-07
26,ateroesclerosis_tuning66,50.0,0.05467,0.05742,0.68323,0.55541,0.46847,0.55291,0.34212,1.5315,1.9411,1.7428,1.1404e-07,1.1404e-07,1.1404e-07
27,ateroesclerosis_tuning27,50.0,0.04193,0.06332,0.9772,0.62162,0.25901,0.47339,0.32196,1.4964,3.4478,2.2569,2.8725e-07,2.8725e-07,2.8725e-07
28,ateroesclerosis_tuning157,50.0,0.03937,0.06588,1.0359,0.53871,0.37613,0.49579,0.30549,1.12,2.5074,2.9325,1.0944e-07,1.0944e-07,1.0944e-07
29,ateroesclerosis_tuning39,50.0,0.07404,0.06155,0.81452,0.87194,0.34572,0.52476,0.31827,2.2457,2.4017,1.9832,1.7585e-07,1.7585e-07,1.7585e-07
30,ateroesclerosis_tuning182,50.0,0.03499,0.08068,1.0248,0.83463,0.34103,0.53889,0.31397,0.95255,2.8483,2.5053,8.5068e-08,8.5068e-08,8.5068e-08
31,ateroesclerosis_tuning101,50.0,0.05725,0.07939,0.88139,0.43093,0.41104,0.46899,0.26709,1.2941,2.1501,2.2658,5.3623e-08,5.3623e-08,5.3623e-08
32,ateroesclerosis_tuning120,50.0,0.0482,0.05936,0.88353,0.58746,0.4009,0.54335,0.33169,1.3325,2.0085,2.1587,8.5867e-08,8.5867e-08,8.5867e-08
33,ateroesclerosis_tuning54,50.0,0.05381,0.05162,0.92711,0.51111,0.49212,0.55485,0.32054,1.5203,1.6386,2.2965,9.9054e-08,9.9054e-08,9.9054e-08
34,ateroesclerosis_tuning14,50.0,0.04557,0.06902,0.75774,0.76092,0.37275,0.59698,0.38755,1.3801,3.2912,1.6658,2.8278e-07,2.8278e-07,2.8278e-07
35,ateroesclerosis_tuning168,50.0,0.04625,0.1079,0.72116,0.76276,0.33311,0.49937,0.31772,1.3076,3.7343,1.8433,1.0005e-07,1.0005e-07,1.0005e-07
36,ateroesclerosis_tuning96,50.0,0.03964,0.06258,1.1676,0.62833,0.42455,0.56933,0.34509,1.0217,2.2174,2.9259,1.0725e-07,1.0725e-07,1.0725e-07
37,ateroesclerosis_tuning146,50.0,0.03306,0.0733,1.0777,0.56372,0.42342,0.54757,0.32521,0.93591,2.5894,2.8526,1.1304e-07,1.1304e-07,1.1304e-07
38,ateroesclerosis_tuning38,50.0,0.06587,0.07567,0.84708,0.64057,0.40541,0.55953,0.34326,1.9627,3.0209,2.1725,1.4798e-07,1.4798e-07,1.4798e-07
39,ateroesclerosis_tuning119,50.0,0.04237,0.06248,0.98967,0.50327,0.34685,0.4666,0.30111,1.1792,2.3887,2.4467,1.0725e-07,1.0725e-07,1.0725e-07
40,ateroesclerosis_tuning65,50.0,0.0546,0.06142,0.97718,0.56235,0.51802,0.57413,0.33998,1.4369,1.8718,2.4907,9.0063e-08,9.0063e-08,9.0063e-08
41,ateroesclerosis_tuning154,50.0,0.03831,0.06099,0.98128,0.55422,0.36261,0.5118,0.3274,1.0744,2.3581,2.3858,1.0565e-07,1.0565e-07,1.0565e-07
42,ateroesclerosis_tuning90,50.0,0.0378,0.05182,0.99321,0.83695,0.3526,0.55718,0.33707,1.0728,1.6426,2.4755,9.9054e-08,9.9054e-08,9.9054e-08
43,ateroesclerosis_tuning123,50.0,0.03993,0.06054,0.96399,0.60784,0.45383,0.56344,0.35862,1.0299,2.1049,2.3538,1.0725e-07,1.0725e-07,1.0725e-07
44,ateroesclerosis_tuning193,50.0,0.02894,0.04429,0.97238,0.81816,0.39013,0.57471,0.3591,0.78632,1.563,2.3888,1.0725e-07,1.0725e-07,1.0725e-07
45,ateroesclerosis_tuning104,50.0,0.03488,0.07358,0.93385,0.64125,0.41667,0.56106,0.31385,0.95563,2.7413,2.3592,9.6657e-08,9.6657e-08,9.6657e-08
46,ateroesclerosis_tuning172,50.0,0.04054,0.07246,0.97697,0.52297,0.43581,0.5299,0.32476,1.0815,2.5272,2.2706,1.0405e-07,1.0405e-07,1.0405e-07
47,ateroesclerosis_tuning192,50.0,0.03808,0.05925,0.94757,0.64939,0.3964,0.54569,0.32816,1.118,2.1193,2.345,1.0385e-07,1.0385e-07,1.0385e-07
48,ateroesclerosis_tuning135,50.0,0.03869,0.06166,0.95334,0.65977,0.44707,0.57577,0.34467,1.0096,2.1145,2.1282,1.0645e-07,1.0645e-07,1.0645e-07
49,ateroesclerosis_tuning78,50.0,0.05211,0.05599,0.94526,0.56225,0.47297,0.5417,0.3232,1.4217,1.8349,2.4282,9.2661e-08,9.2661e-08,9.2661e-08
50,ateroesclerosis_tuning64,50.0,0.05594,0.05745,0.79594,0.79454,0.33784,0.49249,0.31166,1.4844,1.996,1.8939,1.1624e-07,1.1624e-07,1.1624e-07
51,ateroesclerosis_tuning187,50.0,0.0371,0.07993,0.95638,0.57,0.51351,0.60165,0.32182,1.028,2.2969,2.5307,9.6457e-08,9.6457e-08,9.6457e-08
52,ateroesclerosis_tuning76,50.0,0.05433,0.06107,0.98859,0.56034,0.36599,0.50797,0.29502,1.4391,2.2426,2.2479,9.0063e-08,9.0063e-08,9.0063e-08
53,ateroesclerosis_tuning113,50.0,0.042,0.06183,1.009,0.46587,0.43806,0.48085,0.27591,1.1289,2.1624,2.5274,1.0725e-07,1.0725e-07,1.0725e-07
