fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.45583,2e-05,0.00472,0.7183,0.00065,3.69816,0.20017,5.98835,0.32678,1.39065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41998,2e-05,0.00396,0.72814,0.00041,3.9316,0.22261,5.59106,0.33935,2.01556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36209,2e-05,0.00411,0.73154,0.00042,3.9316,0.21974,5.19803,0.33289,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31925,2e-05,0.003,0.78987,0.00046,3.64493,0.27314,7.15911,0.35369,1.99293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46628,2e-05,0.00352,0.74789,0.00041,4.10338,0.23796,5.56365,0.36159,1.99293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38695,2e-05,0.00384,0.79521,0.00052,3.16733,0.2157,7.11082,0.34578,1.99293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46369,2e-05,0.00348,0.72232,0.0004,3.77957,0.20745,5.87081,0.35658,1.96744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34287,2e-05,0.00443,0.73154,0.00041,3.99533,0.21665,6.29597,0.32999,1.86037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37538,2e-05,0.00336,0.74831,0.00041,3.9688,0.2061,5.87081,0.34578,1.99293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40157,2e-05,0.00345,0.72431,0.00044,3.85334,0.22289,5.72307,0.36789,2.07046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35889,2e-05,0.00352,0.72268,0.0004,3.80816,0.22694,5.9047,0.34578,2.01586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37038,2e-05,0.00344,0.7,0.0004,3.85334,0.21973,4.80685,0.30467,1.55362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.458,2e-05,0.00365,0.72879,0.00041,3.99182,0.1733,5.87081,0.32863,1.92605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38864,2e-05,0.00397,0.72589,0.0004,3.63774,0.24741,6.72708,0.32797,2.42408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37088,2e-05,0.00366,0.7343,0.00054,3.39934,0.2153,5.93609,0.2,1.68742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43104,1e-05,0.00404,0.72268,0.00043,4.40379,0.28261,4.04653,0.30922,1.9368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45001,2e-05,0.00352,0.72268,0.00048,3.85334,0.28622,6.48205,0.34578,1.94076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59126,2e-05,0.00438,0.71169,0.00043,3.9316,0.2153,4.29656,0.35645,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41667,2e-05,0.00452,0.70489,0.00043,3.89582,0.21785,4.00912,0.33879,1.90651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35479,2e-05,0.00452,0.71169,0.00032,3.89377,0.27457,4.4403,0.36962,1.9464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37061,2e-05,0.00438,0.72137,0.0005,4.06785,0.21878,4.50652,0.38502,2.07098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39036,2e-05,0.0047,0.70365,0.0004,3.9316,0.2153,4.29656,0.35645,2.11425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35864,2e-05,0.00435,0.71231,0.00043,4.14843,0.21349,4.50024,0.35553,2.06515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4445,2e-05,0.00517,0.71659,0.00049,4.20996,0.20926,4.52227,0.37791,1.55113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35105,2e-05,0.00397,0.70527,0.00038,3.6968,0.20293,4.10583,0.2951,2.02824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42583,2e-05,0.00447,0.78188,0.00059,3.9316,0.21977,3.24906,0.227,2.7288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47341,2e-05,0.00444,0.71169,0.00043,3.9183,0.22121,4.37126,0.35202,2.02945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44495,2e-05,0.0044,0.71577,0.00043,3.86769,0.2153,4.32293,0.35645,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36594,2e-05,0.00342,0.7052,0.00044,3.2183,0.20494,6.62002,0.33896,2.36917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36615,2e-05,0.00394,0.83559,0.00046,3.90223,0.23072,6.09964,0.36086,1.61898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4166,2e-05,0.00438,0.74764,0.00042,3.83089,0.26184,4.29656,0.35645,2.38031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44927,2e-05,0.0035,0.7,0.00045,3.9316,0.2153,4.64751,0.37906,2.20019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40348,2e-05,0.00438,0.71169,0.00043,3.88071,0.21548,4.50711,0.35184,1.96147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33232,2e-05,0.00339,0.72742,0.00041,4.64238,0.27266,5.87081,0.28845,2.27886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39544,3e-05,0.00373,0.71811,0.0004,5.0,0.19356,4.66574,0.39705,1.19275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39664,1e-05,0.00438,0.70463,0.00038,3.85374,0.23464,4.61185,0.35645,1.78904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34072,2e-05,0.00433,0.70494,0.00041,3.94706,0.2153,4.16047,0.37301,1.89898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.50165,2e-05,0.00385,0.70357,0.00043,3.91284,0.23387,3.88898,0.43067,1.92335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40639,2e-05,0.00385,0.70248,0.00043,3.90235,0.23296,3.87148,0.43067,1.90058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34396,2e-05,0.00438,0.7,0.00045,4.20376,0.22526,4.38702,0.29589,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36976,2e-05,0.00322,0.73681,0.00045,3.85334,0.1998,5.87731,0.32835,1.68115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36128,2e-05,0.00425,0.7,0.00046,4.22782,0.15977,3.21717,0.44738,1.59605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3918,2e-05,0.00432,0.72972,0.00045,3.9316,0.21452,4.31342,0.31734,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38177,2e-05,0.00466,0.74978,0.00051,2.40626,0.24125,5.15978,0.35645,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48702,2e-05,0.00318,0.74086,0.0004,3.85334,0.18768,6.65892,0.34578,1.70311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29393,2e-05,0.00376,0.71169,0.00037,3.9316,0.16154,4.43537,0.26289,2.11249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35069,2e-05,0.00363,0.71161,0.00043,3.17809,0.22298,4.29656,0.35645,1.96639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42185,2e-05,0.00438,0.7,0.00043,3.9316,0.2153,4.61598,0.35645,2.06149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40509,2e-05,0.00387,0.75257,0.00043,3.53109,0.24389,3.71626,0.38101,1.89299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44654,1e-05,0.00616,0.7,0.00044,3.9316,0.27132,3.19193,0.35645,1.70872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43952,2e-05,0.0051,0.7,0.00042,3.84463,0.25759,3.86702,0.349,2.54212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45132,2e-05,0.00438,0.71153,0.00043,3.93276,0.21529,4.29936,0.35648,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42782,2e-05,0.00352,0.7153,0.0004,3.77968,0.22459,5.87081,0.29802,1.92624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34227,2e-05,0.00438,0.7145,0.0004,3.62568,0.21871,4.66475,0.35645,2.02044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39398,2e-05,0.00331,0.74976,0.00037,3.46923,0.22325,5.18442,0.33664,1.80183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41005,2e-05,0.00376,0.71478,0.00031,4.21295,0.2153,4.24055,0.36415,1.98713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47577,2e-05,0.00368,0.73199,0.0004,3.75624,0.21195,5.70772,0.33293,1.93221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44431,2e-05,0.00438,0.70079,0.00044,4.1782,0.21787,4.3955,0.35645,1.96874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31905,2e-05,0.0044,0.73296,0.00048,3.81521,0.211,4.17842,0.33641,2.13796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38065,2e-05,0.0044,0.71169,0.00043,4.0759,0.2153,2.81284,0.35645,2.30132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40778,2e-05,0.00468,0.74387,0.00046,5.0,0.27406,4.03221,0.38791,1.67234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
